Index,User name,Start Time,Stop Time,Status,Mark To Pause,Label,Comment,Run ID,Line,Vial,Evaluate,Sample Type,Reference,Acquisition information Background Result,Kiel IV Initial Pressure,Kiel IV Acid Temperature,Linearity Correction Result,Pressure Adjust Target Intensity,High Voltage,Kiel IV Residual CO₂ Pressure,Peak Center Result,Kiel IV Non Condensable Pressure,Pressure Adjust Result Intensity,Initial Intensity from µ-Volume,Kiel IV Leak Rate,Pressure Adjust Initial Intensity,Ion Source Pressure,Pressure Adjust Bellow Position,Kiel IV CO₂ Sample Pressure,Measuring from,Pressure Adjust failed with Target Intensity,Cycle Number,Sample Intensities Sample Intensity 44.00 m/z,45.00 m/z,45.00 m/z__dup2,46.00 m/z,46.00 m/z__dup2,Standard Intensities Standard Intensity 44.00 m/z,"Molecule Deltas CO2 Brand, Assonov and Coplen d45CO2",d46CO2,"CO2 Brand, Assonov and Coplen (Avg.) d45CO2 Mean",d45CO2 SD,d45CO2 SE,d46CO2 Mean,d46CO2 SD,d46CO2 SE,d 13C/12C  Mean,d 13C/12C  Std Dev,d 18O/16O  Mean,d 18O/16O  Std Dev,Excel File,Date,Date_ordinal,leak_rate,p_gases,p_no_acid,total_co2,1  Cycle Int  Samp  44,Identifier 1,Species,Identifier 2,Collector Status,Cycles Total,d13C Cycles Used,d18O Cycles Used,d13C Cycles Excluded,d18O Cycles Excluded,1  Cycle Int  Ref  44,1  Cycle Int  Diff Samp-Ref  44,1  Cycle Int  Pressure-Weighted Mismatch Samp-Ref  44
26.0,GIRMS\IRMS-operator,2026-01-27 04:59:00.940,2026-01-27 06:10:16.557,Success,False,SHP2L,<Comment>,26.0,2,14.0,True,QC Standard,SHP2L,"0.001 V, 0.001 V, 0.001 V",54 µbar,72 °C,,7.753 V,9.5215 kV,118 µbar,Carbon Dioxide: 0.0215 kV,108 µbar,7.317 V,8.718 V,388 µbar/min,2.331 V,8.22E-008 mbar,26 %,958 µbar,µ-Volume,,Pre,6.704824094405905,7.288058627762271,7.401896026412967,9.542261375611233,9.875585450356409,6.930182169227273,-0.8598980948600898,-6.180243373929195,-0.881236807997246,0.022541539191591603,0.007969637610378374,-6.1843114545618585,0.019451004882465525,0.0068769687266420085,-0.8842851955882683,0.022496138843502628,-6.184892608937953,0.020934332541179317,Natan Pereira BTS coral series 1.xlsx,2026-01-27 04:59:00.940,739643.0,388.0,108.0,118.0,958.0,6.514864091506734,SHP2L,,<Comment>,OK,8.0,7.0,7.0,0.0,0.0,6.6612381979138995,-0.14637410640716553,-0.17966552849793335
27.0,GIRMS\IRMS-operator,2026-01-27 05:31:18.483,2026-01-27 06:39:06.248,Success,False,BTS,393,27.0,1,15.0,True,Unknown,,"0.002 V, 0.002 V, 0.002 V",52 µbar,73 °C,,6.245 V,9.5214 kV,79 µbar,Carbon Dioxide: 0.0214 kV,84 µbar,6.243 V,6.985 V,117 µbar/min,7.167 V,7.42E-008 mbar,30 %,916 µbar,µ-Volume,,Pre,5.710790553809904,6.200482089588634,6.328542546760591,8.14548171850254,8.442685095078604,5.924934937102689,-2.025724924491712,-3.930845369559899,-2.0154372350335574,0.010265713496892915,0.0036294778136856227,-3.9487081060531475,0.010990077256346265,0.0038855790768632446,-2.0139675651109634,0.010138524325930973,-3.951259925552183,0.008951841080529821,Natan Pereira BTS coral series 1.xlsx,2026-01-27 05:31:18.483,739643.0,117.0,84.0,79.0,916.0,5.5588435580241855,BTS,,393,OK,8.0,7.0,7.0,0.0,0.0,5.704493287167219,-0.14564972914303365,-0.17812593863869142
28.0,GIRMS\IRMS-operator,2026-01-27 06:10:16.737,2026-01-27 07:13:27.005,Success,False,BTS,389,28.0,2,15.0,True,Unknown,,"0.001 V, 0.001 V, 0.002 V",54 µbar,72 °C,,8.050 V,9.5215 kV,54 µbar,Carbon Dioxide: 0.0215 kV,115 µbar,8.053 V,9.084 V,117 µbar/min,6.125 V,8.94E-008 mbar,22 %,960 µbar,µ-Volume,,Pre,7.343230410535555,7.964537503907418,8.161813976952766,10.47325852135506,10.89016320923653,7.642534848836223,-2.9189366163699937,-3.988291508151276,-2.989632757038785,0.0381480886861804,0.013487386099651987,-4.006695477141609,0.03089990138138025,0.010924764902384771,-2.9997322057057545,0.027309950395908566,-4.009324615568799,0.03239479042729648,Natan Pereira BTS coral series 1.xlsx,2026-01-27 06:10:16.737,739643.0,117.0,115.0,54.0,960.0,7.133213644957062,BTS,,389,OK,8.0,7.0,7.0,0.0,0.0,7.3326878696507976,-0.199474224693736,-0.24353362017102345
29.0,GIRMS\IRMS-operator,2026-01-27 06:39:06.370,2026-01-27 07:45:53.858,Success,False,BTS,883,29.0,1,16.0,True,Unknown,,"0.002 V, 0.002 V, 0.002 V",54 µbar,73 °C,,3.300 V,9.5215 kV,841 µbar,Carbon Dioxide: 0.0215 kV,242 µbar,3.215 V,3.753 V,132 µbar/min,7.850 V,4.86E-008 mbar,61 %,963 µbar,µ-Volume,,Pre,2.938981175565902,3.1935415310829516,3.296806381194245,4.196803851627422,4.396633981034754,3.0851085245371683,-1.6699324154199058,-2.870939320651744,-1.667750278359906,0.006382178495306949,0.0024122367316295134,-2.872854774656361,0.030527048603138686,0.010792941538445342,-1.6736291961646974,0.017680422351713448,-2.873128410942735,0.03296238202649704,Natan Pereira BTS coral series 1.xlsx,2026-01-27 06:39:06.370,739643.0,132.0,242.0,841.0,963.0,2.857632688196379,BTS,,883,OK,8.0,7.0,7.0,0.0,0.0,2.9683960116582098,-0.1107633234618306,-0.13382296565224128
30.0,GIRMS\IRMS-operator,2026-01-27 07:13:27.209,2026-01-27 08:21:58.843,Success,False,BTS,919,30.0,2,16.0,True,Unknown,,"0.001 V, 0.001 V, 0.001 V",54 µbar,73 °C,,22.119 V,9.5219 kV,865 µbar,Carbon Dioxide: 0.0219 kV,250 µbar,15.484 V,26.931 V,132 µbar/min,2.357 V,1.39E-007 mbar,10 %,"1,075 µbar",µ-Volume,19.487 V,Pre,19.521600259019763,21.17105927104093,16.089673896971714,27.85492277954558,21.474081643566883,15.079996240808395,-2.131986204046532,-2.931189832700465,-2.3196995618241925,0.09824757850975653,0.03473576449970328,-3.316826075584631,0.2491770099310253,0.08809737671900783,-2.3465157557924305,0.06745127164659476,-3.371916967425226,0.21002536337896743,Natan Pereira BTS coral series 1.xlsx,2026-01-27 07:13:27.209,739643.0,132.0,250.0,865.0,1075.0,18.551236642076404,BTS,,919,OK,8.0,7.0,7.0,0.0,0.0,14.085269225313096,4.465967416763307,7.38198858199016
31.0,GIRMS\IRMS-operator,2026-01-27 07:45:54.088,2026-01-27 08:49:27.484,Success,False,SHP2L,<Comment>,31.0,1,17.0,True,QC Standard,SHP2L,"0.002 V, 0.002 V, 0.002 V",54 µbar,72 °C,,13.830 V,9.5212 kV,67 µbar,Carbon Dioxide: 0.0212 kV,"1,158 µbar",13.577 V,16.434 V,689 µbar/min,14.558 V,1.29E-007 mbar,11 %,"1,019 µbar",µ-Volume,,Pre,12.297272682189941,13.35640778177255,14.045631190471585,17.49570279805806,18.74258726327565,13.163760304450989,-0.6750546755558418,-5.692510249673988,-0.7654077992634012,0.0577523371118694,0.020418534600587183,-5.786240291622849,0.066659899266789,0.023567833402379335,-0.7783153883644811,0.04833459619267084,-5.799630297615543,0.05925148184459638,Natan Pereira BTS coral series 1.xlsx,2026-01-27 07:45:54.088,739643.0,689.0,1158.0,67.0,1019.0,11.773869395256042,SHP2L,,<Comment>,OK,8.0,7.0,7.0,0.0,0.0,12.356728315353392,-0.5828589200973493,-0.6969943687554639
32.0,GIRMS\IRMS-operator,2026-01-27 08:21:58.959,2026-01-27 09:22:50.662,Success,False,BTS,875,32.0,2,17.0,True,Unknown,,"0.002 V, 0.002 V, 0.002 V",54 µbar,73 °C,,14.622 V,9.5213 kV,54 µbar,Carbon Dioxide: 0.0213 kV,377 µbar,13.649 V,17.418 V,125 µbar/min,12.817 V,1.29E-007 mbar,10 %,"1,019 µbar",µ-Volume,,Pre,12.49063493572732,13.547510865803808,14.14039826738462,17.81199920402753,18.869013073313113,13.25238229595681,-2.0850152945900424,-3.410321890487622,-2.177186074187529,0.05953437109531542,0.021048578757586957,-3.5124384357196057,0.05880963691917619,0.02079234653233411,-2.1903533284157413,0.050168550396010085,-3.527026513609889,0.045263194827789684,Natan Pereira BTS coral series 1.xlsx,2026-01-27 08:21:58.959,739643.0,125.0,377.0,54.0,1019.0,11.954658090468023,BTS,,875,OK,8.0,7.0,7.0,0.0,0.0,12.436499017110068,-0.4818409266420449,-0.5812899455523738
33.0,GIRMS\IRMS-operator,2026-01-27 08:49:27.648,2026-01-27 09:55:23.216,Success,False,BTS,861,33.0,1,18.0,True,Unknown,,"0.002 V, 0.002 V, 0.002 V",54 µbar,73 °C,,8.084 V,9.5214 kV,54 µbar,Carbon Dioxide: 0.0214 kV,511 µbar,7.803 V,9.101 V,183 µbar/min,12.828 V,8.72E-008 mbar,20 %,951 µbar,µ-Volume,,Pre,7.126864324766767,7.739402561011524,7.918395309272022,10.16992665962028,10.565388576543803,7.414635275302586,-1.7097922088221695,-3.4941001192185794,-1.734431044906906,0.01719128603230542,0.0060780374653803685,-3.514463801809045,0.019705426001686895,0.00696692017598126,-1.7379508786332971,0.015138171170208423,-3.517372899321969,0.019339972381627008,Natan Pereira BTS coral series 1.xlsx,2026-01-27 08:49:27.648,739643.0,183.0,511.0,54.0,951.0,6.9264807843573,BTS,,861,OK,8.0,7.0,7.0,0.0,0.0,7.120039599448551,-0.19355881509125084,-0.23631608630088147
34.0,GIRMS\IRMS-operator,2026-01-27 09:22:50.855,2026-01-27 10:33:10.052,Success,False,BTS,942,34.0,2,18.0,True,Unknown,,"0.001 V, 0.001 V, 0.001 V",54 µbar,72 °C,,51.828 V,9.5222 kV,54 µbar,Carbon Dioxide: 0.0222 kV,150 µbar,15.507 V,52.351 V,132 µbar/min,2.358 V,1.41E-007 mbar,10 %,"1,092 µbar",µ-Volume,51.833 V,Pre,52.42190720894044,52.350954177112946,16.115442874164955,52.357962027643865,21.509563222979253,15.104616306802681,-81.10893071788638,-302.0878556685241,-30.86397835899388,38.66145201604475,13.66888744553178,-195.74400018181944,108.49751726585471,38.35966510029519,-2.788171110890248,0.22623776649468688,,,Natan Pereira BTS coral series 1.xlsx,2026-01-27 09:22:50.855,739643.0,132.0,150.0,54.0,1092.0,52.420655511400156,BTS,,942,Partially Saturated Collectors,8.0,3.0,0.0,4.0,7.0,14.110857866784979,38.30979764461517,178.6113257635615
35.0,GIRMS\IRMS-operator,2026-01-27 09:55:23.363,2026-01-27 11:00:31.253,Success,False,BTS,976,35.0,1,19.0,True,Unknown,,"0.002 V, 0.002 V, 0.003 V",52 µbar,72 °C,,51.827 V,9.5214 kV,52 µbar,Carbon Dioxide: 0.0214 kV,147 µbar,14.514 V,52.351 V,132 µbar/min,14.579 V,1.36E-007 mbar,10 %,"1,073 µbar",µ-Volume,51.830 V,Pre,44.715876501823416,48.47793903555796,15.078774358891698,52.357028542138934,20.1230303627032,14.133075994277949,-2.3111482737497857,-181.69962174038855,-2.9586290521830816,0.3271831252093229,0.11567670326265973,-50.0585658521563,69.59423392306799,24.605277369242117,-3.0511263062449814,0.21221845248416715,-3.5887349802076933,0.22291502664472992,Natan Pereira BTS coral series 1.xlsx,2026-01-27 09:55:23.363,739643.0,132.0,147.0,52.0,1073.0,41.89507178666686,BTS,,976,Partially Saturated Collectors,8.0,7.0,3.0,0.0,4.0,13.231125412527092,28.66394637413977,113.9074793954023
36.0,GIRMS\IRMS-operator,2026-01-27 10:33:10.251,2026-01-27 11:34:35.600,Success,False,SHP2L,<Comment>,36.0,2,19.0,True,QC Standard,SHP2L,"0.002 V, 0.002 V, 0.003 V",52 µbar,72 °C,,5.984 V,9.5215 kV,49 µbar,Carbon Dioxide: 0.0215 kV,125 µbar,5.743 V,6.707 V,125 µbar/min,13.668 V,7.16E-008 mbar,31 %,885 µbar,µ-Volume,,Pre,5.24155753276888,5.69850476759353,5.818220582455004,7.461921892426875,7.762686643131878,5.446865340104148,-0.7844214292331841,-5.9918311351607745,-0.7918554509206421,0.02122652098295522,0.007504708464023088,-6.022194156470665,0.02995810229306615,0.010591788641453668,-0.7929174540188504,0.022696536882547528,-6.026531730943505,0.029520615174811124,Natan Pereira BTS coral series 1.xlsx,2026-01-27 10:33:10.251,739643.0,125.0,125.0,49.0,885.0,5.106970501570438,SHP2L,,<Comment>,OK,8.0,7.0,7.0,0.0,0.0,5.2507570179161975,-0.14378651634575945,-0.1755131641102866
37.0,GIRMS\IRMS-operator,2026-01-27 11:00:31.516,2026-01-27 12:05:54.096,Success,False,BTS,399,37.0,1,20.0,True,Unknown,,"0.002 V, 0.001 V, 0.002 V",49 µbar,72 °C,,6.747 V,9.5221 kV,54 µbar,Carbon Dioxide: 0.0221 kV,941 µbar,6.754 V,7.562 V,322 µbar/min,5.642 V,7.94E-008 mbar,25 %,904 µbar,µ-Volume,,Pre,6.169808903999304,6.693612351014677,6.836685124975355,8.806809521547448,9.12251440009857,6.400121251411413,-2.9088072095880824,-3.4853054737713496,-2.9354304560270386,0.024159429934963554,0.008541648368307,-3.4907606625114718,0.012222631417683162,0.004321352779693754,-2.9392337769468893,0.023365545797148567,-3.4915399751886325,0.012985496072387297,Natan Pereira BTS coral series 1.xlsx,2026-01-27 11:00:31.516,739643.0,322.0,941.0,54.0,904.0,6.00256696913017,BTS,,399,OK,8.0,7.0,7.0,0.0,0.0,6.157411137886023,-0.1548441687558535,-0.18944529431687102
38.0,GIRMS\IRMS-operator,2026-01-27 11:34:35.768,2026-01-27 12:44:37.126,Success,False,BTS,971,38.0,2,20.0,True,Unknown,,"0.001 V, 0.001 V, 0.001 V",49 µbar,72 °C,,38.324 V,9.5222 kV,47 µbar,Carbon Dioxide: 0.0222 kV,157 µbar,15.443 V,48.985 V,103 µbar/min,2.339 V,1.42E-007 mbar,10 %,"1,043 µbar",µ-Volume,32.870 V,Pre,33.82483793859185,36.66987433019277,16.045013209015096,48.32002273685003,21.417376910510306,15.037111178681263,-2.52661565565937,-1.9728267844807412,-2.98038854196811,0.27625594888136534,0.09767122739856883,-2.829407268328574,0.5610077555233369,0.19834619411439816,-3.045213240012216,0.22319495303503686,-2.9517759088782642,0.47689258008879465,Natan Pereira BTS coral series 1.xlsx,2026-01-27 11:34:35.768,739643.0,103.0,157.0,47.0,1043.0,31.870640054985895,BTS,,971,OK,8.0,7.0,7.0,0.0,0.0,14.045438901230701,17.825201153755195,50.762150937673105
39.0,GIRMS\IRMS-operator,2026-01-27 12:05:54.258,2026-01-27 13:14:15.428,Success,False,BTS,644,39.0,1,21.0,True,Unknown,,"0.002 V, 0.002 V, 0.003 V",47 µbar,72 °C,,7.692 V,9.5213 kV,62 µbar,Carbon Dioxide: 0.0213 kV,"1,190 µbar",7.292 V,8.649 V,645 µbar/min,14.522 V,8.59E-008 mbar,25 %,919 µbar,µ-Volume,,Pre,6.588448841809902,7.154667472210021,7.3944046554673655,9.413602975227588,9.867134284802376,6.92273335285867,-1.871656942680322,-2.4870506468726017,-1.926025711611934,0.03325947718381129,0.011759000927696108,-2.4894313366038148,0.010964014076308988,0.0038763643511914234,-1.9337926786021644,0.02697253630718027,-2.489771435136845,0.011796820757991187,Natan Pereira BTS coral series 1.xlsx,2026-01-27 12:05:54.258,739643.0,645.0,1190.0,62.0,919.0,6.408621800018981,BTS,,644,OK,8.0,7.0,7.0,0.0,0.0,6.65679232903207,-0.24817052901308934,-0.2998471648197923
40.0,GIRMS\IRMS-operator,2026-01-27 12:44:37.261,2026-01-27 13:46:44.415,Success,False,BTS,965,40.0,2,21.0,True,Unknown,,"0.002 V, 0.002 V, 0.002 V",47 µbar,72 °C,,51.839 V,9.5217 kV,47 µbar,Carbon Dioxide: 0.0217 kV,132 µbar,14.037 V,52.362 V,95 µbar/min,7.146 V,1.35E-007 mbar,10 %,"1,060 µbar",µ-Volume,51.845 V,Pre,52.431602132599345,52.36203626426331,14.582198417507328,52.367767476928485,19.463529968154674,13.664130223076333,-81.31170086038608,-302.28659765305923,-76.570029686783,13.260585555754426,5.012030231374492,-298.6205770543184,10.095205946923095,3.815629195648404,,,,,Natan Pereira BTS coral series 1.xlsx,2026-01-27 12:44:37.261,739643.0,95.0,132.0,47.0,1060.0,52.430871975700846,BTS,,965,Fully Saturated Collectors,8.0,0.0,0.0,7.0,7.0,12.806376890961207,39.624495084739635,203.59853508908296
41.0,GIRMS\IRMS-operator,2026-01-27 13:14:15.614,2026-01-27 14:20:46.490,Success,False,SHP2L,<Comment>,41.0,1,22.0,True,QC Standard,SHP2L,"0.002 V, 0.002 V, 0.003 V",45 µbar,73 °C,,7.280 V,9.5211 kV,69 µbar,Carbon Dioxide: 0.0211 kV,"1,095 µbar",7.001 V,8.156 V,484 µbar/min,13.204 V,8.34E-008 mbar,24 %,899 µbar,µ-Volume,,Pre,6.383278838845406,6.9416227588529065,7.079801226603456,9.095007348156331,9.44761352548635,6.6275235390438665,-0.5975445418756609,-5.379827822234673,-0.5786409196174014,0.01986823788307172,0.007024482868673734,-5.376478229085449,0.012876082468826003,0.0045523826144120445,-0.5759404021519358,0.0198109045708684,-5.375999715778417,0.013830714003307114,Natan Pereira BTS coral series 1.xlsx,2026-01-27 13:14:15.614,739643.0,484.0,1095.0,69.0,899.0,6.2111407888977155,SHP2L,,<Comment>,OK,8.0,7.0,7.0,0.0,0.0,6.37536632979743,-0.16422554089971442,-0.20079691499841396
42.0,GIRMS\IRMS-operator,2026-01-27 13:46:44.553,2026-01-27 14:58:40.240,Success,False,BTS,969,42.0,2,22.0,True,Unknown,,"0.001 V, 0.001 V, 0.002 V",45 µbar,72 °C,,51.839 V,9.5217 kV,62 µbar,Carbon Dioxide: 0.0217 kV,267 µbar,15.440 V,52.363 V,132 µbar/min,2.322 V,1.43E-007 mbar,10 %,"1,043 µbar",µ-Volume,51.843 V,Pre,48.20604813561839,52.259871503898424,16.046369216033746,52.36933735328394,21.420683536107124,15.036659364561256,-2.695330565713916,-241.17066017242493,-2.4607122873254172,0.41484924653130517,0.14667135769620784,-83.34822112391707,94.56917333292704,33.43525187745936,-2.5371626388114117,0.35605967139600475,-2.633565106404112,0.22047829088378584,Natan Pereira BTS coral series 1.xlsx,2026-01-27 13:46:44.553,739643.0,132.0,267.0,62.0,1043.0,45.10069084630412,BTS,,969,Partially Saturated Collectors,8.0,6.0,2.0,1.0,5.0,14.041694962449716,31.0589958838544,125.19909145716171
43.0,GIRMS\IRMS-operator,2026-01-27 14:20:46.698,2026-01-27 15:28:15.676,Success,False,BTS,390,43.0,1,23.0,True,Unknown,,"0.002 V, 0.002 V, 0.003 V",45 µbar,72 °C,,4.035 V,9.5209 kV,86 µbar,Carbon Dioxide: 0.0209 kV,938 µbar,3.923 V,4.640 V,315 µbar/min,14.512 V,6.09E-008 mbar,51 %,777 µbar,µ-Volume,,Pre,3.6046979017143483,3.926881575958699,3.987846392046965,5.154461986152446,5.3203918112059965,3.7314103083822356,0.7268233832307125,-2.057610813340771,0.7109321982775307,0.00955400805565361,0.0033778519418317843,-2.0083922911952183,0.03597582265282208,0.01271937407828755,0.7086620289985047,0.0076414227557023645,-2.001361073745854,0.03238129515347077,Natan Pereira BTS coral series 1.xlsx,2026-01-27 14:20:46.698,739643.0,315.0,938.0,86.0,777.0,3.507043524286472,BTS,,390,OK,8.0,7.0,7.0,0.0,0.0,3.5938835855192517,-0.08684006123277976,-0.10635242027527965
44.0,GIRMS\IRMS-operator,2026-01-27 14:58:40.469,2026-01-27 16:01:21.463,Success,False,BTS,637,44.0,2,23.0,True,Unknown,,"0.001 V, 0.001 V, 0.002 V",42 µbar,72 °C,,9.051 V,9.5214 kV,89 µbar,Carbon Dioxide: 0.0214 kV,255 µbar,9.116 V,10.426 V,117 µbar/min,3.878 V,1.02E-007 mbar,18 %,911 µbar,µ-Volume,,Pre,8.219795351514655,8.921020409868103,9.280397286976747,11.732456130259965,12.38743667053554,8.688541179189523,-2.443614023055485,-3.7907007849097285,-2.4960405411804945,0.032825884332920066,0.011605702705126513,-3.7832635639713366,0.01599643616496964,0.005655594243533881,-2.5035300437697816,0.027084997168516343,-3.7822011038372807,0.016970502761252188,Natan Pereira BTS coral series 1.xlsx,2026-01-27 14:58:40.469,739643.0,117.0,255.0,89.0,911.0,7.968010430822212,BTS,,637,OK,8.0,7.0,7.0,0.0,0.0,8.293317680845101,-0.32530725002288907,-0.3922522475827066
45.0,GIRMS\IRMS-operator,2026-01-27 15:28:15.865,2026-01-27 16:34:55.943,Success,False,BTS,870,45.0,1,24.0,True,Unknown,,"0.002 V, 0.002 V, 0.002 V",42 µbar,72 °C,,15.791 V,9.5207 kV,89 µbar,Carbon Dioxide: 0.0207 kV,887 µbar,13.659 V,18.890 V,315 µbar/min,8.811 V,1.33E-007 mbar,10 %,980 µbar,µ-Volume,14.219 V,Pre,14.111515440923576,15.316405562879225,14.191740421773574,20.133722200546703,18.944013490829906,13.297256388646966,-1.6160544576135916,-3.4609458327432563,-1.6994574524176742,0.049042604068824276,0.017339178952056306,-3.619777111965053,0.089210052096343,0.031540516393664654,-1.7113721659611147,0.03848475187853561,-3.642467294711023,0.06692999795143471,Natan Pereira BTS coral series 1.xlsx,2026-01-27 15:28:15.865,739643.0,315.0,887.0,89.0,980.0,13.47255364893139,BTS,,870,OK,8.0,7.0,7.0,0.0,0.0,12.474714816666749,0.997838832264641,1.3524767336725785
46.0,GIRMS\IRMS-operator,2026-01-27 16:01:21.632,2026-01-27 17:15:19.064,Success,False,SHP2L,<Comment>,46.0,2,24.0,True,QC Standard,SHP2L,"0.001 V, 0.001 V, 0.002 V",47 µbar,72 °C,,6.015 V,9.5208 kV,103 µbar,Carbon Dioxide: 0.0208 kV,328 µbar,5.730 V,6.743 V,161 µbar/min,2.330 V,7.31E-008 mbar,35 %,875 µbar,µ-Volume,,Pre,5.257803567792905,5.717390610996246,5.808606462192994,7.4884026141268745,7.751020679007245,5.436403223254275,-0.8397792205734333,-5.93949460021681,-0.8565069329771191,0.024879110623100165,0.008796093915742199,-5.965382484401455,0.01410312208388336,0.004986206630707838,-0.8588966061776456,0.025861815125385042,-5.969080753570689,0.010217333769107308,Natan Pereira BTS coral series 1.xlsx,2026-01-27 16:01:21.632,739643.0,161.0,328.0,103.0,875.0,5.120772489454282,SHP2L,,<Comment>,OK,8.0,7.0,7.0,0.0,0.0,5.238501090172965,-0.1177286007186833,-0.14443103738901839
1.0,GIRMS\IRMS-operator,2026-01-28 13:39:29.204,2026-01-28 14:31:37.613,Success,False,SHP2L,,1.0,1,2.0,True,QC Standard,SHP2L,"0.001 V, 0.000 V, 0.001 V",32 µbar,72 °C,,4.204 V,9.5207 kV,47 µbar,Carbon Dioxide: 0.0207 kV,"1,134 µbar",4.346 V,4.808 V,498 µbar/min,2.334 V,5.97E-008 mbar,47 %,809 µbar,µ-Volume,,Pre,3.9069368856944444,4.24985636150273,4.40237880688965,5.564525192504422,5.873583803019554,4.118882191518398,-0.8184997732759713,-6.121561931101693,-0.8359469711368218,0.014991784986355337,0.00566636211183544,-6.077596641088423,0.0335446495202343,0.011859824574141871,-0.8483069489398127,0.0281240234220898,-6.0713158853722415,0.030734406906950597,Natan Pereira BTS coral series 2.xlsx,2026-01-28 13:39:29.204,739644.0,498.0,1134.0,47.0,809.0,3.8101389425792096,SHP2L,,,OK,8.0,7.0,7.0,0.0,0.0,3.968470157315887,-0.15833121473667733,-0.13552914537636404
2.0,GIRMS\IRMS-operator,2026-01-28 14:12:07.686,2026-01-28 15:00:46.951,Success,False,BTS,997,2.0,2,2.0,True,Unknown,,"0.001 V, 0.001 V, 0.001 V",35 µbar,72 °C,,23.703 V,9.5206 kV,45 µbar,Carbon Dioxide: 0.0206 kV,303 µbar,15.255 V,28.205 V,66 µbar/min,4.318 V,1.42E-007 mbar,10 %,990 µbar,µ-Volume,21.231 V,Pre,21.02432276132874,22.815737014707988,15.849965697225993,29.99608696874803,21.161859049169475,14.853438986571355,-1.6072564653515364,-3.4886442600315926,-1.8965170850734208,0.18465258141183816,0.06528454623995589,-3.986022801670097,0.3678951091425072,0.13007056322001592,-1.9378400307479757,0.15440813005254633,-4.057076879047026,0.33284167714074636,Natan Pereira BTS coral series 2.xlsx,2026-01-28 14:12:07.686,739644.0,66.0,303.0,45.0,990.0,20.057550324233098,BTS,,997,OK,8.0,7.0,7.0,0.0,0.0,13.88444627645783,6.1731040477752686,7.950627102315906
3.0,GIRMS\IRMS-operator,2026-01-28 14:31:37.722,2026-01-28 15:28:51.939,Success,False,BTS,896,3.0,1,3.0,True,Unknown,,"0.002 V, 0.002 V, 0.002 V",45 µbar,72 °C,,51.844 V,9.5198 kV,42 µbar,Carbon Dioxide: 0.0198 kV,130 µbar,14.228 V,52.368 V,132 µbar/min,14.296 V,1.39E-007 mbar,10 %,"1,056 µbar",µ-Volume,51.848 V,Pre,46.272783447108075,50.1104573459172,14.789504811241596,52.37359527292205,19.744343792819514,13.860060740313338,-3.66327382307452,-209.36782534726595,-4.231296688129522,0.3641666135226902,0.12875234095181745,-67.1385801146373,81.4926290185593,28.811995297871448,-4.312442811708807,0.3053900314906568,-3.7828329791521065,0.14804980599875708,Natan Pereira BTS coral series 2.xlsx,2026-01-28 14:31:37.722,739644.0,132.0,130.0,42.0,1056.0,43.46142606814842,BTS,,896,Partially Saturated Collectors,8.0,7.0,2.0,0.0,5.0,12.981443572840497,30.479982495307922,90.97962812890614
4.0,GIRMS\IRMS-operator,2026-01-28 15:00:47.102,2026-01-28 16:03:42.698,Success,False,BTS,876,4.0,2,3.0,True,Unknown,,"0.002 V, 0.002 V, 0.003 V",40 µbar,72 °C,,12.407 V,9.5199 kV,47 µbar,Carbon Dioxide: 0.0199 kV,152 µbar,11.998 V,14.319 V,103 µbar/min,13.438 V,1.22E-007 mbar,11 %,953 µbar,µ-Volume,,Pre,10.888493322050468,11.811383275127385,12.381755022144294,15.537952688903655,16.52831366416916,11.598686025768451,-2.4284338805563577,-3.581317524590455,-2.5371548831856217,0.06574630704803758,0.023244829775820135,-3.639913194867672,0.04273604304236848,0.015109472918169461,-2.5526864549898027,0.052834921787129396,-3.648284004907274,0.03842880825666271,Natan Pereira BTS coral series 2.xlsx,2026-01-28 15:00:47.102,739644.0,103.0,152.0,47.0,953.0,10.480246208822624,BTS,,876,OK,8.0,7.0,7.0,0.0,0.0,10.915066105629066,-0.4348198968064416,-0.3722228117561714
5.0,GIRMS\IRMS-operator,2026-01-28 16:09:50.740,2026-01-28 17:01:24.512,Success,False,BTS,936,5.0,1,4.0,True,Unknown,,"0.001 V, 0.001 V, 0.002 V",42 µbar,72 °C,,21.176 V,9.5201 kV,828 µbar,Carbon Dioxide: 0.0201 kV,870 µbar,18.626 V,25.249 V,308 µbar/min,3.332 V,1.56E-007 mbar,14 %,"1,036 µbar",µ-Volume,,Pre,16.690938631782764,18.105538612011948,19.037755256299057,23.81613605453875,25.42733900978472,17.84381167102837,-1.8503220980378154,-3.5859721537550016,-1.9781771873992464,0.09178269026558865,0.032450081341171125,-3.6418560234205284,0.08650892528256066,0.030585523850229505,-1.9964422001651652,0.0819412766474962,-3.6498394333727466,0.09020107939557029,Natan Pereira BTS coral series 2.xlsx,2026-01-28 16:09:50.740,739644.0,308.0,870.0,828.0,1036.0,15.935598770866626,BTS,,936,OK,8.0,7.0,7.0,0.0,0.0,16.61710337806725,-0.6815046072006226,-0.5826802830817205
